Patient_ID	Tumor_Sample_Barcode	Chromosome	Start_Position	End_Position	CopyNumber
HCC6690	T4	1	161692389	171301010	2
HCC6690	T4	1	171310534	193029081	2
HCC6690	T4	1	193038125	197881900	3
HCC6690	T4	1	197885690	205350952	2
HCC6690	T4	1	205492292	249212637	2
HCC6690	T4	2	41449	20989065	2
HCC6690	T4	2	20989887	21365325	3
HCC6690	T4	2	23746735	27789998	2
HCC6690	T4	2	27799321	67631706	2
HCC6690	T4	2	68280142	98409038	2
HCC6690	T4	2	98409042	148657480	2
HCC6690	T4	2	149225900	170101486	2
HCC6690	T4	2	170103157	179345725	2
HCC6690	T4	2	179391768	179516811	3
HCC6690	T4	2	179529200	179560983	2
HCC6690	T4	2	179566760	179650989	3
HCC6690	T4	2	179658036	197870712	2
HCC6690	T4	2	197872489	218745926	2
HCC6690	T4	2	218746877	220480967	2
HCC6690	T4	2	220492657	242946660	2
HCC6690	T4	3	239350	8983511	2
HCC6690	T4	3	9004742	10380063	2
HCC6690	T4	3	10380075	47166039	2
HCC6690	T4	3	47276840	50154574	2
HCC6690	T4	3	50154577	53265610	2
HCC6690	T4	3	53266977	93803343	2
HCC6690	T4	3	93813011	98216958	3
HCC6690	T4	3	98235831	127541203	2
HCC6690	T4	3	127557923	129762636	2
HCC6690	T4	3	130095003	130159466	2
HCC6690	T4	3	130281877	150908716	2
HCC6690	T4	3	150916234	152163286	3
HCC6690	T4	3	152173235	179280962	2
HCC6690	T4	3	179316382	185975682	2
HCC6690	T4	3	185982847	194126878	2
HCC6690	T4	3	194157808	197847371	2
HCC6690	T4	4	53238	10094803	1
HCC6690	T4	4	10099336	38698955	2
HCC6690	T4	4	38774700	38831105	3
HCC6690	T4	4	38869653	40811020	1
HCC6690	T4	4	40818089	48496268	2
HCC6690	T4	4	48552608	68619600	1
HCC6690	T4	4	68784619	80327801	2
HCC6690	T4	4	80904974	89680451	2
HCC6690	T4	4	89941537	171010938	2
HCC6690	T4	4	172107340	187525140	2
HCC6690	T4	4	187525506	187542987	4
HCC6690	T4	4	187549252	190947571	2
HCC6690	T4	5	140384	2753498	2
HCC6690	T4	5	2755087	7835687	2
HCC6690	T4	5	7866748	9054446	4
HCC6690	T4	5	9062956	14769261	3
HCC6690	T4	5	14871149	131411540	2
HCC6690	T4	5	131528678	140167206	2
HCC6690	T4	5	140167493	140807503	2
HCC6690	T4	5	140807675	175523967	2
HCC6690	T4	5	175716594	180687851	1
HCC6690	T4	6	203388	28359512	2
HCC6690	T4	6	28360658	44355636	2
HCC6690	T4	6	44376172	52762670	2
HCC6690	T4	6	52847277	56471863	3
HCC6690	T4	6	56480461	73843315	2
HCC6690	T4	6	73904205	111643909	2
HCC6690	T4	6	111688289	146875809	2
HCC6690	T4	6	146920134	170892628	2
HCC6690	T4	7	193415	6854517	2
HCC6690	T4	7	7135906	21744332	2
HCC6690	T4	7	21788095	48273773	2
HCC6690	T4	7	48278752	48319173	4
HCC6690	T4	7	48319178	55270573	2
HCC6690	T4	7	55272716	76632727	1
HCC6690	T4	7	76751271	96303219	2
HCC6690	T4	7	96318266	99669966	2
HCC6690	T4	7	99672782	102279707	1
HCC6690	T4	7	102318862	106509658	2
HCC6690	T4	7	106509662	123388794	2
HCC6690	T4	7	123516763	158930822	2
HCC6690	T4	8	182713	43053124	1
HCC6690	T4	8	47753903	80942157	3
HCC6690	T4	8	80942327	128751271	3
HCC6690	T4	8	128752670	146278799	3
HCC6690	T4	9	116864	19370054	2
HCC6690	T4	9	19380080	21305093	2
HCC6690	T4	9	21305165	21334523	4
HCC6690	T4	9	21334528	32632145	2
HCC6690	T4	9	32632255	35713398	2
HCC6690	T4	9	35713892	66499685	2
HCC6690	T4	9	66513917	127034672	2
HCC6690	T4	9	127054647	141071784	1
HCC6690	T4	10	93002	863801	2
HCC6690	T4	10	909913	5782209	2
HCC6690	T4	10	5782211	19494112	2
HCC6690	T4	10	19494114	23287402	3
HCC6690	T4	10	23392923	38654621	2
HCC6690	T4	10	38666880	69106625	2
HCC6690	T4	10	69644739	88975882	1
HCC6690	T4	10	88985610	98770899	2
HCC6690	T4	10	98773381	105420868	1
HCC6690	T4	10	105428312	115675076	2
HCC6690	T4	10	115803920	135491369	1
HCC6690	T4	11	193051	4108123	2
HCC6690	T4	11	4109802	36597500	2
HCC6690	T4	11	36597505	43345033	4
HCC6690	T4	11	43380514	55340494	2
HCC6690	T4	11	55370954	56380378	3
HCC6690	T4	11	56380438	60479385	2
HCC6690	T4	11	60482487	67372506	1
HCC6690	T4	11	67374370	72282263	2
HCC6690	T4	11	72287550	77992012	2
HCC6690	T4	11	78285310	88070940	2
HCC6690	T4	11	88241730	107300187	2
HCC6690	T4	11	107304275	115069373	2
HCC6690	T4	11	115080340	123524566	2
HCC6690	T4	11	123596660	134856434	2
HCC6690	T4	12	91954	13243805	1
HCC6690	T4	12	13248399	31132712	2
HCC6690	T4	12	31135307	32832436	1
HCC6690	T4	12	32892936	46662760	2
HCC6690	T4	12	46754817	56865708	2
HCC6690	T4	12	56868153	58223447	2
HCC6690	T4	12	59206063	81013284	2
HCC6690	T4	12	81028681	81688871	6
HCC6690	T4	12	81741228	91348461	3
HCC6690	T4	12	91449183	91502735	6
HCC6690	T4	12	91539366	100377993	2
HCC6690	T4	12	100451783	101018448	4
HCC6690	T4	12	102025126	103352725	3
HCC6690	T4	12	104025300	107393441	4
HCC6690	T4	12	107712723	109183086	3
HCC6690	T4	12	109185968	109831319	3
HCC6690	T4	12	109834131	112323941	2
HCC6690	T4	12	112337485	131488036	2
HCC6690	T4	12	131488633	133808210	2
HCC6690	T4	13	19748064	23279439	1
HCC6690	T4	13	23904273	23915660	3
HCC6690	T4	13	23915664	24334343	2
HCC6690	T4	13	24334523	25367486	1
HCC6690	T4	13	25458245	25487198	3
HCC6690	T4	13	25670396	26621259	2
HCC6690	T4	13	26624801	26788779	4
HCC6690	T4	13	26788840	50018232	2
HCC6690	T4	13	50134074	58207133	1
HCC6690	T4	13	58207135	88330334	2
HCC6690	T4	13	88330337	92003685	4
HCC6690	T4	13	92051296	101760119	2
HCC6690	T4	13	101833432	111111243	2
HCC6690	T4	13	111114344	111532487	1
HCC6690	T4	13	111535982	113496684	2
HCC6690	T4	13	113505292	115067247	1
HCC6690	T4	14	19553435	20767687	2
HCC6690	T4	14	20773916	21052641	2
HCC6690	T4	14	21058429	22111620	2
HCC6690	T4	14	22111624	23239795	2
HCC6690	T4	14	23239959	24731291	2
HCC6690	T4	14	24731296	73029196	2
HCC6690	T4	14	73029395	79181162	2
HCC6690	T4	14	79181166	89647242	2
HCC6690	T4	14	89867876	99641537	2
HCC6690	T4	14	99641551	99930020	2
HCC6690	T4	14	99931969	107282850	2
HCC6690	T4	15	20170004	37101194	2
HCC6690	T4	15	37184344	40396599	2
HCC6690	T4	15	40397888	45695617	2
HCC6690	T4	15	45695621	64021871	2
HCC6690	T4	15	64046701	91561149	2
HCC6690	T4	15	91565242	102518006	2
HCC6690	T4	16	97450	5106314	2
HCC6690	T4	16	5108487	15793649	2
HCC6690	T4	16	15808813	18812872	1
HCC6690	T4	16	18820825	18863810	2
HCC6690	T4	16	18864957	20636838	2
HCC6690	T4	16	20638413	20927148	2
HCC6690	T4	16	20931440	27483232	2
HCC6690	T4	16	27642289	53639471	1
HCC6690	T4	16	53737959	60393304	1
HCC6690	T4	16	61687456	65087892	2
HCC6690	T4	16	65155695	70562871	1
HCC6690	T4	16	70562876	88017887	1
HCC6690	T4	16	88036987	90162570	1
HCC6690	T4	17	6003	3955406	1
HCC6690	T4	17	4045830	8370605	1
HCC6690	T4	17	8379070	8450030	2
HCC6690	T4	17	8492262	10254147	1
HCC6690	T4	17	10440519	16470694	1
HCC6690	T4	17	16527212	17080622	2
HCC6690	T4	17	17080627	17084175	4
HCC6690	T4	17	17088005	19216703	2
HCC6690	T4	17	19216706	35899392	2
HCC6690	T4	17	35900496	35913624	4
HCC6690	T4	17	35930629	38859847	2
HCC6690	T4	17	38906524	39661362	2
HCC6690	T4	17	39661447	43196499	2
HCC6690	T4	17	43197672	48253326	2
HCC6690	T4	17	48258127	57746368	2
HCC6690	T4	17	57774735	70117827	2
HCC6690	T4	17	70117917	78293230	2
HCC6690	T4	17	78305772	78923338	2
HCC6690	T4	17	78931407	79862826	2
HCC6690	T4	17	79862831	81083360	2
HCC6690	T4	18	47395	61089587	2
HCC6690	T4	18	61160153	65181867	3
HCC6690	T4	18	66503981	77927009	2
HCC6690	T4	19	281411	8974161	1
HCC6690	T4	19	8976185	9801630	1
HCC6690	T4	19	9801635	30314665	1
HCC6690	T4	19	30499900	30502233	4
HCC6690	T4	19	30503188	33306601	2
HCC6690	T4	19	33308830	37240112	1
HCC6690	T4	19	37240186	38315330	1
HCC6690	T4	19	38315648	44306609	1
HCC6690	T4	19	44377166	44934465	2
HCC6690	T4	19	44946818	51961626	1
HCC6690	T4	19	51979693	53993818	1
HCC6690	T4	19	54006807	56243947	1
HCC6690	T4	19	56244037	58288126	1
HCC6690	T4	19	58319673	59084372	1
HCC6690	T4	20	68259	6750859	2
HCC6690	T4	20	6750862	9561610	2
HCC6690	T4	20	9561626	10393987	3
HCC6690	T4	20	10603193	23584276	2
HCC6690	T4	20	23584281	45022830	2
HCC6690	T4	20	45130171	50769490	2
HCC6690	T4	20	50769492	60573292	2
HCC6690	T4	20	60578110	62904865	2
HCC6690	T4	21	9907207	30699405	2
HCC6690	T4	21	30699407	30934244	4
HCC6690	T4	21	31014953	44119209	2
HCC6690	T4	21	44151758	48084365	2
HCC6690	T4	22	16287266	18325532	1
HCC6690	T4	22	18562607	24432073	1
HCC6690	T4	22	24567632	25566890	1
HCC6690	T4	22	25570079	28385972	1
HCC6690	T4	22	28386718	28693882	2
HCC6690	T4	22	29091656	36124912	1
HCC6690	T4	22	36140127	36657748	2
HCC6690	T4	22	36661215	38884286	1
HCC6690	T4	22	38901975	40074199	1
HCC6690	T4	22	40075053	41560167	1
HCC6690	T4	22	41569663	43619323	1
HCC6690	T4	22	43623375	43635090	3
HCC6690	T4	22	43651447	46644142	1
HCC6690	T4	22	46644144	46657048	3
HCC6690	T4	22	46657051	47370300	1
HCC6690	T4	22	47393437	47507528	3
HCC6690	T4	22	47569101	50729152	2
HCC6690	T4	22	50750560	51220711	1
HCC6690	T5	1	12080	55352439	2
HCC6690	T5	1	55352564	121124742	2
HCC6690	T5	1	121306432	145610671	3
HCC6690	T5	1	145704052	147806803	5
HCC6690	T5	1	148903085	151667003	3
HCC6690	T5	1	151675585	153517286	4
HCC6690	T5	1	153535857	154233717	3
HCC6690	T5	1	154233909	154525051	4
HCC6690	T5	1	154525202	154832401	5
HCC6690	T5	1	154841488	155187950	4
HCC6690	T5	1	155188063	156786638	3
HCC6690	T5	1	156810473	159505077	4
HCC6690	T5	1	159505082	160095185	2
HCC6690	T5	1	160097390	160460592	3
HCC6690	T5	1	160460883	160769902	4
HCC6690	T5	1	160771625	161480678	3
HCC6690	T5	1	161483660	168065956	4
HCC6690	T5	1	168065959	169661010	2
HCC6690	T5	1	169677595	169824077	4
HCC6690	T5	1	169824930	172634976	3
HCC6690	T5	1	173446419	205350952	2
HCC6690	T5	1	205492292	249212637	2
HCC6690	T5	2	41449	16086364	2
HCC6690	T5	2	16742257	23918662	2
HCC6690	T5	2	23918665	27789998	2
HCC6690	T5	2	27799321	73678374	2
HCC6690	T5	2	73678375	86669363	2
HCC6690	T5	2	86705024	137872822	2
HCC6690	T5	2	137917803	163227993	2
HCC6690	T5	2	163236348	169787232	3
HCC6690	T5	2	169792651	179345725	2
HCC6690	T5	2	179391768	179414948	3
HCC6690	T5	2	179415686	179423000	7
HCC6690	T5	2	179423003	179501545	4
HCC6690	T5	2	179515931	179567031	2
HCC6690	T5	2	179567146	179641008	4
HCC6690	T5	2	179641010	197594286	2
HCC6690	T5	2	197664222	242946660	2
HCC6690	T5	3	239350	4859893	3
HCC6690	T5	3	4867318	9490368	2
HCC6690	T5	3	9495396	10361042	2
HCC6690	T5	3	10362621	12183494	2
HCC6690	T5	3	12195011	14712479	2
HCC6690	T5	3	14712556	16305841	2
HCC6690	T5	3	16306361	31921441	2
HCC6690	T5	3	32032163	33319054	2
HCC6690	T5	3	33414464	40574558	2
HCC6690	T5	3	41266415	41278102	5
HCC6690	T5	3	41278105	43123094	2
HCC6690	T5	3	43759109	53783355	2
HCC6690	T5	3	53783357	129762636	2
HCC6690	T5	3	130095003	179131571	2
HCC6690	T5	3	179280745	194157978	2
HCC6690	T5	3	194157981	197847371	2
HCC6690	T5	4	53238	22422768	1
HCC6690	T5	4	22728991	22749698	3
HCC6690	T5	4	23803819	74277872	2
HCC6690	T5	4	74349877	126241998	2
HCC6690	T5	4	126337632	173942837	2
HCC6690	T5	4	173961015	175896971	2
HCC6690	T5	4	175896972	175898327	5
HCC6690	T5	4	175898332	187532752	2
HCC6690	T5	4	187532753	187542273	4
HCC6690	T5	4	187542276	190947571	2
HCC6690	T5	5	140384	7835687	2
HCC6690	T5	5	7866748	7868217	5
HCC6690	T5	5	7869116	24488099	2
HCC6690	T5	5	26903579	31305596	3
HCC6690	T5	5	31317727	32785050	2
HCC6690	T5	5	33460961	35771995	2
HCC6690	T5	5	35788118	35789939	4
HCC6690	T5	5	35789941	39383194	2
HCC6690	T5	5	40681016	41382129	2
HCC6690	T5	5	41382130	45695927	2
HCC6690	T5	5	50090716	57754953	2
HCC6690	T5	5	58021829	78328708	2
HCC6690	T5	5	78365164	129520635	2
HCC6690	T5	5	130506478	134346223	2
HCC6690	T5	5	134347148	136973208	2
HCC6690	T5	5	136974577	140167915	2
HCC6690	T5	5	140168087	140807333	2
HCC6690	T5	5	140807381	147443788	2
HCC6690	T5	5	147473895	175717805	2
HCC6690	T5	5	175763686	180687851	2
HCC6690	T5	6	203388	25727429	2
HCC6690	T5	6	25762139	25862305	3
HCC6690	T5	6	25916897	27861383	2
HCC6690	T5	6	28251521	44355636	2
HCC6690	T5	6	44376172	51484388	2
HCC6690	T5	6	51523746	54095668	2
HCC6690	T5	6	54173392	56505453	3
HCC6690	T5	6	56506696	145948782	2
HCC6690	T5	6	146125489	146127608	4
HCC6690	T5	6	146242317	160328581	2
HCC6690	T5	6	160454013	170892628	2
HCC6690	T5	7	193415	4900481	2
HCC6690	T5	7	4900486	7480630	2
HCC6690	T5	7	7612060	43506149	2
HCC6690	T5	7	43508449	48147074	2
HCC6690	T5	7	48273599	55540775	2
HCC6690	T5	7	55605055	76797186	2
HCC6690	T5	7	76825553	90896159	2
HCC6690	T5	7	91570314	97842182	2
HCC6690	T5	7	97846595	103130224	2
HCC6690	T5	7	103136928	127714896	2
HCC6690	T5	7	127721350	141177062	2
HCC6690	T5	7	141340812	142354026	2
HCC6690	T5	7	142423226	158930822	2
HCC6690	T5	8	182713	43053124	1
HCC6690	T5	8	47753903	95501149	4
HCC6690	T5	8	95538427	145758721	4
HCC6690	T5	8	145759506	146278799	3
HCC6690	T5	9	116864	21031745	2
HCC6690	T5	9	21077225	21334886	3
HCC6690	T5	9	21350226	32543491	2
HCC6690	T5	9	32543496	32631573	3
HCC6690	T5	9	32631614	33638568	2
HCC6690	T5	9	33750549	70178016	2
HCC6690	T5	9	71094238	127549564	1
HCC6690	T5	9	127557203	134504689	1
HCC6690	T5	9	134505451	141071784	1
HCC6690	T5	10	93002	4889803	3
HCC6690	T5	10	5010922	5782464	3
HCC6690	T5	10	5784056	19494112	2
HCC6690	T5	10	19636675	22048428	3
HCC6690	T5	10	22497761	38737370	3
HCC6690	T5	10	42680867	64973474	2
HCC6690	T5	10	64973476	89622206	1
HCC6690	T5	10	90034545	91163533	2
HCC6690	T5	10	91172543	91178403	4
HCC6690	T5	10	91190339	99026046	2
HCC6690	T5	10	99030334	105727620	1
HCC6690	T5	10	105761927	135491369	1
HCC6690	T5	11	193051	1019507	2
HCC6690	T5	11	1019854	36597500	2
HCC6690	T5	11	36597505	46515318	2
HCC6690	T5	11	46515573	48387551	1
HCC6690	T5	11	48387585	55761612	2
HCC6690	T5	11	55797818	55861354	5
HCC6690	T5	11	55861359	57176793	2
HCC6690	T5	11	57177329	57958814	1
HCC6690	T5	11	57958819	57983149	3
HCC6690	T5	11	57995408	60107444	2
HCC6690	T5	11	60182945	65212031	2
HCC6690	T5	11	65222699	65410110	2
HCC6690	T5	11	65412385	75146752	2
HCC6690	T5	11	75147782	89224428	2
HCC6690	T5	11	89447353	92533841	3
HCC6690	T5	11	92533842	111746109	2
HCC6690	T5	11	111746113	117008289	2
HCC6690	T5	11	117038086	120856997	2
HCC6690	T5	11	120979900	128843295	2
HCC6690	T5	11	128910793	134856434	2
HCC6690	T5	12	91954	9089999	1
HCC6690	T5	12	9090345	86422013	2
HCC6690	T5	12	88177531	93788602	3
HCC6690	T5	12	93792891	98909932	3
HCC6690	T5	12	98921684	98928083	6
HCC6690	T5	12	98987641	102872455	3
HCC6690	T5	12	102874062	104134740	5
HCC6690	T5	12	104135935	105570833	3
HCC6690	T5	12	105570841	108013961	4
HCC6690	T5	12	108028953	109728112	2
HCC6690	T5	12	109746020	112321562	2
HCC6690	T5	12	112323736	120579022	2
HCC6690	T5	12	120580148	120806089	3
HCC6690	T5	12	120806593	123214835	2
HCC6690	T5	12	123262049	130839976	2
HCC6690	T5	12	130839985	133808210	2
HCC6690	T5	13	19748064	21715362	1
HCC6690	T5	13	21742111	115067247	2
HCC6690	T5	14	20181119	20202232	4
HCC6690	T5	14	20202313	20767687	2
HCC6690	T5	14	20773916	21052641	2
HCC6690	T5	14	21058429	22386552	2
HCC6690	T5	14	22392585	22987719	2
HCC6690	T5	14	23000816	39869039	2
HCC6690	T5	14	39900758	64460798	2
HCC6690	T5	14	64469487	70713376	2
HCC6690	T5	14	70825805	88459828	2
HCC6690	T5	14	88477188	107282850	2
HCC6690	T5	15	20170004	40675541	2
HCC6690	T5	15	40681625	41870328	2
HCC6690	T5	15	41976473	49030707	2
HCC6690	T5	15	49048055	59499315	2
HCC6690	T5	15	59500830	91770000	2
HCC6690	T5	15	91794976	102518006	2
HCC6690	T5	16	97450	569029	2
HCC6690	T5	16	569699	1308356	2
HCC6690	T5	16	1310996	2112014	2
HCC6690	T5	16	2112411	2260865	2
HCC6690	T5	16	2263701	19725835	2
HCC6690	T5	16	19744820	20810437	2
HCC6690	T5	16	20817678	33380105	2
HCC6690	T5	16	33424891	56868440	2
HCC6690	T5	16	56868530	61851788	2
HCC6690	T5	16	62055012	68264958	2
HCC6690	T5	16	68344182	71264607	2
HCC6690	T5	16	71317538	85393160	2
HCC6690	T5	16	85646865	89265565	2
HCC6690	T5	16	89265839	90162570	1
HCC6690	T5	17	6003	10236518	1
HCC6690	T5	17	10243327	10538759	2
HCC6690	T5	17	10538764	16470694	1
HCC6690	T5	17	16527212	17084175	3
HCC6690	T5	17	17088005	18643599	2
HCC6690	T5	17	18647486	33772747	2
HCC6690	T5	17	33806547	35880814	2
HCC6690	T5	17	35899057	35913624	4
HCC6690	T5	17	35930629	38643696	2
HCC6690	T5	17	38644780	39115021	2
HCC6690	T5	17	39122638	39680678	2
HCC6690	T5	17	39680683	43190644	2
HCC6690	T5	17	43190664	60033844	2
HCC6690	T5	17	60108761	78306311	2
HCC6690	T5	17	78306313	80285197	2
HCC6690	T5	17	80320041	81083360	2
HCC6690	T5	18	47395	21338475	2
HCC6690	T5	18	21355775	24497388	2
HCC6690	T5	18	28681622	29770109	2
HCC6690	T5	18	31311817	32822887	3
HCC6690	T5	18	32824401	61160429	2
HCC6690	T5	18	61225551	65180845	3
HCC6690	T5	18	66503981	77927009	2
HCC6690	T5	19	281411	3667421	1
HCC6690	T5	19	3700269	23414079	1
HCC6690	T5	19	30499900	43237131	2
HCC6690	T5	19	43242800	43772200	2
HCC6690	T5	19	43772223	44418391	1
HCC6690	T5	19	44418449	44803759	2
HCC6690	T5	19	44831863	44896827	3
HCC6690	T5	19	44898650	51955674	1
HCC6690	T5	19	51958691	53014317	2
HCC6690	T5	19	53369476	56147113	2
HCC6690	T5	19	56153701	58017831	2
HCC6690	T5	19	58048819	58146397	2
HCC6690	T5	19	58151242	58190245	4
HCC6690	T5	19	58193415	58288126	2
HCC6690	T5	19	58319673	59084372	2
HCC6690	T5	20	68259	9561610	2
HCC6690	T5	20	9561626	10603986	3
HCC6690	T5	20	10616813	13846233	2
HCC6690	T5	20	14306139	16355060	3
HCC6690	T5	20	16359321	20055908	2
HCC6690	T5	20	20071341	23375801	2
HCC6690	T5	20	23420929	30947302	2
HCC6690	T5	20	31019085	33935183	2
HCC6690	T5	20	33954256	35812730	2
HCC6690	T5	20	35826744	40044357	2
HCC6690	T5	20	40045288	40054954	3
HCC6690	T5	20	40065830	44664212	2
HCC6690	T5	20	44664446	45022830	2
HCC6690	T5	20	45130171	50305750	2
HCC6690	T5	20	50307198	55942137	2
HCC6690	T5	20	55943678	62904865	2
HCC6690	T5	21	15954402	16340539	4
HCC6690	T5	21	16422969	30699405	2
HCC6690	T5	21	30699407	30715187	4
HCC6690	T5	21	30927352	33984587	2
HCC6690	T5	21	33997132	34004102	4
HCC6690	T5	21	34007125	45797827	2
HCC6690	T5	21	45798935	45860793	1
HCC6690	T5	21	45861549	47552605	2
HCC6690	T5	21	47556253	48084365	2
HCC6690	T5	22	16287266	18368799	1
HCC6690	T5	22	18369869	18385549	3
HCC6690	T5	22	18387494	22786669	1
HCC6690	T5	22	22786736	24921762	1
HCC6690	T5	22	24936884	25598751	1
HCC6690	T5	22	25599656	28503656	1
HCC6690	T5	22	28503657	32498175	1
HCC6690	T5	22	32550201	36206105	1
HCC6690	T5	22	36217725	36651167	2
HCC6690	T5	22	36653122	37915174	1
HCC6690	T5	22	37962389	38884286	1
HCC6690	T5	22	38901975	39067126	1
HCC6690	T5	22	39069103	40055618	1
HCC6690	T5	22	40355987	41560167	1
HCC6690	T5	22	41569663	43559134	1
HCC6690	T5	22	43563140	47433007	1
HCC6690	T5	22	47433012	50689509	1
HCC6690	T5	22	50691714	50722464	2
HCC6690	T5	22	50722549	51220711	1
HCC6690	T5	X	115882536	117044134	2
HCC6952	T1	1	12080	1361761	1
HCC6952	T1	1	1372284	1510587	1
HCC6952	T1	1	1551888	31656815	1
HCC6952	T1	1	31769445	47685885	2
HCC6952	T1	1	47903777	47905394	8
HCC6952	T1	1	48231519	50666886	2
HCC6952	T1	1	50666892	50886840	7
HCC6952	T1	1	50886845	62740624	2
HCC6952	T1	1	63788620	109477701	3
HCC6952	T1	1	109479730	114523278	2
HCC6952	T1	1	114523490	149400281	3
HCC6952	T1	1	149783560	149859214	5
HCC6952	T1	1	149859348	155695352	3
HCC6952	T1	1	155716368	159802889	2
HCC6952	T1	1	159824502	161719930	2
HCC6952	T1	1	161953461	200819418	3
HCC6952	T1	1	200842137	206667444	2
HCC6952	T1	1	206756496	220870055	3
HCC6952	T1	1	220964856	245851447	2
HCC6952	T1	1	245851450	249212637	3
HCC6952	T1	2	41449	23755535	3
HCC6952	T1	2	23784825	31472481	2
HCC6952	T1	2	31483236	51255586	3
HCC6952	T1	2	53994988	186603740	2
HCC6952	T1	2	186653731	186672860	5
HCC6952	T1	2	187351049	201342601	2
HCC6952	T1	2	201342603	236403574	2
HCC6952	T1	2	236433073	242946660	1
HCC6952	T1	3	239350	37285121	2
HCC6952	T1	3	37493913	51418779	2
HCC6952	T1	3	51428788	66463526	2
HCC6952	T1	3	66550496	67705104	6
HCC6952	T1	3	69134177	122658361	3
HCC6952	T1	3	122662112	180707508	3
HCC6952	T1	3	181429950	197847371	2
HCC6952	T1	4	53238	780510	2
HCC6952	T1	4	818272	1389640	2
HCC6952	T1	4	1396629	1397590	6
HCC6952	T1	4	1399602	4427054	2
HCC6952	T1	4	4861555	5843303	2
HCC6952	T1	4	5889874	6956174	2
HCC6952	T1	4	7026692	7870594	2
HCC6952	T1	4	7873619	8297683	2
HCC6952	T1	4	8304131	11401792	2
HCC6952	T1	4	13485654	15004916	3
HCC6952	T1	4	15004948	15006006	10
HCC6952	T1	4	15443709	42146092	2
HCC6952	T1	4	42153638	48069685	2
HCC6952	T1	4	48384528	57843731	1
HCC6952	T1	4	62936139	120549784	1
HCC6952	T1	4	120987678	160277407	1
HCC6952	T1	4	164087529	164247717	4
HCC6952	T1	4	170027994	187004633	1
HCC6952	T1	4	187077103	190904716	1
HCC6952	T1	5	140384	53814363	3
HCC6952	T1	5	53814367	132073269	2
HCC6952	T1	5	132094065	140166058	2
HCC6952	T1	5	140166219	140812605	3
HCC6952	T1	5	140812643	159545993	2
HCC6952	T1	5	159545998	180687851	2
HCC6952	T1	6	203388	1390895	2
HCC6952	T1	6	1390899	1610976	15
HCC6952	T1	6	1611151	13711392	2
HCC6952	T1	6	13814141	24450364	2
HCC6952	T1	6	24495209	25967100	2
HCC6952	T1	6	26017358	26240851	3
HCC6952	T1	6	26240856	27357292	2
HCC6952	T1	6	27775228	28059116	3
HCC6952	T1	6	28059121	45390376	2
HCC6952	T1	6	45390501	46826605	3
HCC6952	T1	6	46826610	53989531	2
HCC6952	T1	6	53989534	64423644	3
HCC6952	T1	6	66012433	89791098	1
HCC6952	T1	6	89889859	99283117	1
HCC6952	T1	6	99283172	117587039	1
HCC6952	T1	6	117868627	127837171	1
HCC6952	T1	6	127837239	149700728	1
HCC6952	T1	6	149771846	170871464	1
HCC6952	T1	7	193415	7413256	2
HCC6952	T1	7	7679957	39991484	2
HCC6952	T1	7	40027177	73008447	2
HCC6952	T1	7	73008617	75894864	2
HCC6952	T1	7	75896550	75912580	13
HCC6952	T1	7	75912736	76632727	2
HCC6952	T1	7	76751271	95951328	3
HCC6952	T1	7	96338879	99768362	2
HCC6952	T1	7	99771401	100160016	2
HCC6952	T1	7	100160110	100210702	3
HCC6952	T1	7	100210749	102920604	2
HCC6952	T1	7	102937955	158930822	2
HCC6952	T1	8	182713	48878899	1
HCC6952	T1	8	48879896	64100402	2
HCC6952	T1	8	64122203	65489204	3
HCC6952	T1	8	65493385	74332445	3
HCC6952	T1	8	74790958	94930258	3
HCC6952	T1	8	94934211	141542786	3
HCC6952	T1	8	141545485	146278799	2
HCC6952	T1	9	116864	991007	2
HCC6952	T1	9	2643083	5769420	2
HCC6952	T1	9	5920118	22006090	2
HCC6952	T1	9	26892251	77567506	2
HCC6952	T1	9	77703497	79635554	2
HCC6952	T1	9	79635558	95896506	2
HCC6952	T1	9	95947187	100616624	2
HCC6952	T1	9	100616781	102590589	2
HCC6952	T1	9	102860945	112705610	2
HCC6952	T1	9	112852623	114090756	2
HCC6952	T1	9	114246353	114304739	3
HCC6952	T1	9	114659494	120053903	2
HCC6952	T1	9	121929389	126125407	2
HCC6952	T1	9	126129841	130829456	1
HCC6952	T1	9	130830587	131704004	1
HCC6952	T1	9	131707821	132382088	2
HCC6952	T1	9	132382339	138391698	1
HCC6952	T1	9	138392484	139008616	1
HCC6952	T1	9	139008620	139085460	5
HCC6952	T1	9	139089140	139257554	1
HCC6952	T1	9	139257789	139333505	1
HCC6952	T1	9	139333507	139739893	1
HCC6952	T1	9	139743853	139795242	2
HCC6952	T1	9	139802456	140056785	1
HCC6952	T1	9	140056790	140082885	2
HCC6952	T1	9	140082888	140140266	2
HCC6952	T1	9	140142075	141071784	1
HCC6952	T1	10	93002	23287402	3
HCC6952	T1	10	23728222	35929717	3
HCC6952	T1	10	35929852	76869067	2
HCC6952	T1	10	76871336	99393428	2
HCC6952	T1	10	99416494	101295110	2
HCC6952	T1	10	101295284	103427774	1
HCC6952	T1	10	103454182	126136400	1
HCC6952	T1	10	126136404	135491369	1
HCC6952	T1	11	193051	376505	2
HCC6952	T1	11	376586	637585	2
HCC6952	T1	11	639428	824142	2
HCC6952	T1	11	824170	831077	3
HCC6952	T1	11	831081	2194387	2
