Patient_ID	Tumor_Sample_Barcode	Chromosome	Start_Position	End_Position	CopyNumber
HCC6046	SRR3670035	X	2712564	152830515	2
HCC6046	SRR3670035	X	152840122	154493574	0
HCC6046	SRR3670036	1	721411	3418554	1
HCC6046	SRR3670036	1	3421586	43892585	2
HCC6046	SRR3670036	1	43892651	43905367	5
HCC6046	SRR3670036	1	43905372	110882848	2
HCC6046	SRR3670036	1	110882850	152085567	3
HCC6046	SRR3670036	1	152086333	153004922	6
HCC6046	SRR3670036	1	153233369	156897071	3
HCC6046	SRR3670036	1	156897209	157805992	6
HCC6046	SRR3670036	1	157809143	223396819	3
HCC6046	SRR3670036	1	223536650	228400674	2
HCC6046	SRR3670036	1	228400951	247588384	3
HCC6046	SRR3670036	1	247611600	249212637	4
HCC6046	SRR3670036	2	41449	133472503	2
HCC6046	SRR3670036	2	133483220	170148986	3
HCC6046	SRR3670036	2	170218771	179368625	2
HCC6046	SRR3670036	2	179391768	180810063	3
HCC6046	SRR3670036	2	180810065	219508056	2
HCC6046	SRR3670036	2	219508059	219695245	4
HCC6046	SRR3670036	2	219696314	219868021	0
HCC6046	SRR3670036	2	219868612	237076390	2
HCC6046	SRR3670036	2	237146344	238641203	4
HCC6046	SRR3670036	2	238642295	242946660	2
HCC6046	SRR3670036	3	239350	195516350	2
HCC6046	SRR3670036	3	195516351	197687363	2
HCC6046	SRR3670036	4	53238	1050854	1
HCC6046	SRR3670036	4	1052102	1195036	3
HCC6046	SRR3670036	4	1195056	13548886	2
HCC6046	SRR3670036	4	13600574	13606726	5
HCC6046	SRR3670036	4	13614957	48422428	2
HCC6046	SRR3670036	4	48424007	190905693	1
HCC6046	SRR3670036	5	140384	5140934	2
HCC6046	SRR3670036	5	5303427	140263657	2
HCC6046	SRR3670036	5	140263826	157065803	3
HCC6046	SRR3670036	5	157078242	180687851	2
HCC6046	SRR3670036	6	203388	44254336	2
HCC6046	SRR3670036	6	44254879	51921826	3
HCC6046	SRR3670036	6	51938158	71501497	3
HCC6046	SRR3670036	6	71665498	74406025	1
HCC6046	SRR3670036	6	74516488	170871464	2
HCC6046	SRR3670036	7	193415	6692742	1
HCC6046	SRR3670036	7	6692746	56007437	2
HCC6046	SRR3670036	7	56007573	81366163	2
HCC6046	SRR3670036	7	81372185	94881485	3
HCC6046	SRR3670036	7	94913280	99097676	2
HCC6046	SRR3670036	7	99101027	99697358	4
HCC6046	SRR3670036	7	99697541	100609653	2
HCC6046	SRR3670036	7	100609737	100780453	5
HCC6046	SRR3670036	7	100802162	102985086	2
HCC6046	SRR3670036	7	103007950	135322827	3
HCC6046	SRR3670036	7	135345166	140624511	3
HCC6046	SRR3670036	7	140774118	144098649	4
HCC6046	SRR3670036	7	144098877	158890004	3
HCC6046	SRR3670036	8	182713	94746283	2
HCC6046	SRR3670036	8	94746454	127569418	4
HCC6046	SRR3670036	8	127569422	131922168	9
HCC6046	SRR3670036	8	132051557	145948045	1
HCC6046	SRR3670036	8	145948110	146278799	2
HCC6046	SRR3670036	9	116864	26947056	2
HCC6046	SRR3670036	9	27157796	125282353	2
HCC6046	SRR3670036	9	125288560	125582895	4
HCC6046	SRR3670036	9	125613321	141016420	2
HCC6046	SRR3670036	10	93002	23729639	2
HCC6046	SRR3670036	10	24762081	61574554	2
HCC6046	SRR3670036	10	61592295	63170456	4
HCC6046	SRR3670036	10	63212639	129535960	2
HCC6046	SRR3670036	10	129536740	129914282	3
HCC6046	SRR3670036	10	129914712	135491369	2
HCC6046	SRR3670036	11	197313	314469	2
HCC6046	SRR3670036	11	372090	4127480	1
HCC6046	SRR3670036	11	4139560	8123179	3
HCC6046	SRR3670036	11	8132181	55322946	2
HCC6046	SRR3670036	11	55339551	60703554	4
HCC6046	SRR3670036	11	60703559	63357886	3
HCC6046	SRR3670036	11	63381465	65429688	2
HCC6046	SRR3670036	11	65430185	66610690	4
HCC6046	SRR3670036	11	66610953	66620949	9
HCC6046	SRR3670036	11	66625230	66628153	0
HCC6046	SRR3670036	11	66631271	67203257	10
HCC6046	SRR3670036	11	67203262	67206480	0
HCC6046	SRR3670036	11	67207058	71727465	8
HCC6046	SRR3670036	11	71797251	134257887	1
HCC6046	SRR3670036	12	176030	108634345	2
HCC6046	SRR3670036	12	108638186	109025704	3
HCC6046	SRR3670036	12	109181773	133780668	2
HCC6046	SRR3670036	13	19748064	53419724	1
HCC6046	SRR3670036	13	53419777	53421912	0
HCC6046	SRR3670036	13	53624074	92003685	2
HCC6046	SRR3670036	13	92051296	92345935	6
HCC6046	SRR3670036	13	93879643	111368413	1
HCC6046	SRR3670036	13	111371541	115051982	1
HCC6046	SRR3670036	14	19553435	23282769	4
HCC6046	SRR3670036	14	23286403	23564682	2
HCC6046	SRR3670036	14	23571308	23755185	5
HCC6046	SRR3670036	14	23828490	27064759	4
HCC6046	SRR3670036	14	28733916	59951399	1
HCC6046	SRR3670036	14	59977188	94674959	1
HCC6046	SRR3670036	14	94935528	106366503	1
HCC6046	SRR3670036	14	106367052	107259812	4
HCC6046	SRR3670036	15	20433876	75632313	1
HCC6046	SRR3670036	15	75640000	79614536	1
HCC6046	SRR3670036	15	79675232	79750896	5
HCC6046	SRR3670036	15	79755231	89402705	2
HCC6046	SRR3670036	15	89414445	102389808	1
HCC6046	SRR3670036	16	97450	1116323	1
HCC6046	SRR3670036	16	1116328	1131192	5
HCC6046	SRR3670036	16	1143491	2029629	1
HCC6046	SRR3670036	16	2029845	3304788	1
HCC6046	SRR3670036	16	3306305	3435032	5
HCC6046	SRR3670036	16	3441676	14027020	2
HCC6046	SRR3670036	16	14028041	14355271	5
HCC6046	SRR3670036	16	14697961	28619999	2
HCC6046	SRR3670036	16	28634377	31308883	1
HCC6046	SRR3670036	16	31308947	50582664	2
HCC6046	SRR3670036	16	50583355	58714024	3
HCC6046	SRR3670036	16	58767932	84695478	1
HCC6046	SRR3670036	16	84872110	90161267	1
HCC6046	SRR3670036	17	6003	21147623	1
HCC6046	SRR3670036	17	21156421	39093020	2
HCC6046	SRR3670036	17	39118431	39620753	5
HCC6046	SRR3670036	17	39622993	43507693	2
HCC6046	SRR3670036	17	43545612	72785059	2
HCC6046	SRR3670036	17	72786255	81083625	2
HCC6046	SRR3670036	18	158469	39629613	2
HCC6046	SRR3670036	18	40695195	42533414	6
HCC6046	SRR3670036	18	42550000	48723625	2
HCC6046	SRR3670036	18	48918477	55144097	3
HCC6046	SRR3670036	18	55226316	61231394	2
HCC6046	SRR3670036	18	61232622	72264619	3
HCC6046	SRR3670036	18	72264621	72347359	7
HCC6046	SRR3670036	18	72592848	77927009	2
HCC6046	SRR3670036	19	287506	3633273	1
HCC6046	SRR3670036	19	3633381	20044334	1
HCC6046	SRR3670036	19	20044458	45409934	2
HCC6046	SRR3670036	19	45410845	51917851	1
HCC6046	SRR3670036	19	51918023	52091957	4
HCC6046	SRR3670036	19	52092779	59082792	2
HCC6046	SRR3670036	20	68259	6750859	2
HCC6046	SRR3670036	20	6750862	7866442	11
HCC6046	SRR3670036	20	7962978	18462430	3
HCC6046	SRR3670036	20	18477458	39727028	2
HCC6046	SRR3670036	20	39766327	40049612	4
HCC6046	SRR3670036	20	40054664	60498733	2
HCC6046	SRR3670036	20	60499380	62895909	1
HCC6046	SRR3670036	21	9825960	32598198	2
HCC6046	SRR3670036	21	32617692	44477060	1
HCC6046	SRR3670036	21	44478242	48072116	1
HCC6046	SRR3670036	22	16287266	22318664	2
HCC6046	SRR3670036	22	22385409	22556458	6
HCC6046	SRR3670036	22	22577494	24181323	3
HCC6046	SRR3670036	22	24199099	36003713	2
HCC6046	SRR3670036	22	36054623	36662112	4
HCC6046	SRR3670036	22	36678647	51208080	2
HCC6046	SRR3670036	X	2712564	100667737	2
HCC6046	SRR3670036	X	100743459	100912730	6
HCC6046	SRR3670036	X	101138498	135309585	2
HCC6046	SRR3670036	X	135404914	152612599	3
HCC6046	SRR3670037	1	721411	40349348	2
HCC6046	SRR3670037	1	40362890	152085567	2
HCC6046	SRR3670037	1	152086333	153004922	6
HCC6046	SRR3670037	1	153233369	156261472	2
HCC6046	SRR3670037	1	156262748	249212637	3
HCC6046	SRR3670037	2	41449	133403142	2
HCC6046	SRR3670037	2	133427363	133542714	6
HCC6046	SRR3670037	2	133542716	171572170	2
HCC6046	SRR3670037	2	171572719	178257847	2
HCC6046	SRR3670037	2	178415457	180810063	3
HCC6046	SRR3670037	2	180810065	238234465	2
HCC6046	SRR3670037	2	238242089	238419544	3
HCC6046	SRR3670037	2	238419548	242946660	2
HCC6046	SRR3670037	3	239350	195594252	2
HCC6046	SRR3670037	3	195594256	197687363	2
HCC6046	SRR3670037	4	53238	13371612	2
HCC6046	SRR3670037	4	13485654	13616456	4
HCC6046	SRR3670037	4	13616894	48490916	2
HCC6046	SRR3670037	4	48492289	190905693	1
HCC6046	SRR3670037	5	140384	134870955	2
HCC6046	SRR3670037	5	134870960	135528224	4
HCC6046	SRR3670037	5	135692130	140075563	2
HCC6046	SRR3670037	5	140165831	140481446	3
HCC6046	SRR3670037	5	140481550	140731846	4
HCC6046	SRR3670037	5	140731905	157170977	2
HCC6046	SRR3670037	5	157285859	158139331	6
HCC6046	SRR3670037	5	158368123	180687851	2
HCC6046	SRR3670037	6	203388	44217804	2
HCC6046	SRR3670037	6	44217869	72011752	3
HCC6046	SRR3670037	6	72596764	74351655	1
HCC6046	SRR3670037	6	74354152	170871464	2
HCC6046	SRR3670037	7	193415	6731508	1
HCC6046	SRR3670037	7	6737347	56007437	2
HCC6046	SRR3670037	7	56007573	76629766	1
HCC6046	SRR3670037	7	76751271	91570480	3
HCC6046	SRR3670037	7	91630110	94913584	4
HCC6046	SRR3670037	7	94953607	100610390	2
HCC6046	SRR3670037	7	100634877	100780453	4
HCC6046	SRR3670037	7	100802162	102343883	2
HCC6046	SRR3670037	7	102389441	141425079	3
HCC6046	SRR3670037	7	141463879	144100847	4
HCC6046	SRR3670037	7	144707196	158890004	3
HCC6046	SRR3670037	8	182713	18623068	2
HCC6046	SRR3670037	8	18729061	19363353	7
HCC6046	SRR3670037	8	19456448	42841999	2
HCC6046	SRR3670037	8	42849490	75618029	2
HCC6046	SRR3670037	8	75664610	77896447	5
HCC6046	SRR3670037	8	79717109	90770704	2
HCC6046	SRR3670037	8	90936862	103424554	3
HCC6046	SRR3670037	8	103572649	128751004	4
HCC6046	SRR3670037	8	128751008	131922168	8
HCC6046	SRR3670037	8	132051557	146278799	1
HCC6046	SRR3670037	9	116864	26923323	1
HCC6046	SRR3670037	9	26946826	124522673	2
HCC6046	SRR3670037	9	124525780	125613709	3
HCC6046	SRR3670037	9	125616117	141016420	2
HCC6046	SRR3670037	10	93002	8093296	2
HCC6046	SRR3670037	10	8097430	8100840	14
HCC6046	SRR3670037	10	8105942	17686457	1
HCC6046	SRR3670037	10	17737018	35858202	2
HCC6046	SRR3670037	10	35894484	35929717	10
HCC6046	SRR3670037	10	35929852	70451599	2
HCC6046	SRR3670037	10	70481314	133784390	2
HCC6046	SRR3670037	10	133918306	135013083	2
HCC6046	SRR3670037	10	135013783	135271122	1
HCC6046	SRR3670037	10	135271700	135345638	4
HCC6046	SRR3670037	11	197313	4127480	1
HCC6046	SRR3670037	11	4139560	8123179	3
HCC6046	SRR3670037	11	8132181	55659117	2
HCC6046	SRR3670037	11	55681121	60621223	3
HCC6046	SRR3670037	11	60635061	60703755	6
HCC6046	SRR3670037	11	60703794	65418007	2
HCC6046	SRR3670037	11	65418010	66476448	3
HCC6046	SRR3670037	11	66610236	68030463	8
HCC6046	SRR3670037	11	68031089	68671545	4
HCC6046	SRR3670037	11	68696661	71727465	6
HCC6046	SRR3670037	11	71797251	134257887	1
HCC6046	SRR3670037	12	176030	65175130	2
HCC6046	SRR3670037	12	65268774	93171960	2
HCC6046	SRR3670037	12	93172896	133780668	2
HCC6046	SRR3670037	13	19748064	28155894	1
HCC6046	SRR3670037	13	28195990	29069032	1
HCC6046	SRR3670037	13	29233028	29600812	3
HCC6046	SRR3670037	13	29933341	49064334	1
HCC6046	SRR3670037	13	49794934	49796508	6
HCC6046	SRR3670037	13	49822066	76416177	1
HCC6046	SRR3670037	13	77531317	109777738	1
HCC6046	SRR3670037	13	109779526	110960499	0
HCC6046	SRR3670037	13	111109637	115051982	1
HCC6046	SRR3670037	14	19553435	21979272	3
HCC6046	SRR3670037	14	21990749	23026648	4
HCC6046	SRR3670037	14	23027514	23778056	2
HCC6046	SRR3670037	14	23793226	26917648	3
HCC6046	SRR3670037	14	26949156	106366503	1
HCC6046	SRR3670037	14	106367052	107259812	3
HCC6046	SRR3670037	15	20433876	31851340	1
HCC6046	SRR3670037	15	32460113	44038821	1
HCC6046	SRR3670037	15	44055343	44944146	1
HCC6046	SRR3670037	15	44961129	52856447	1
HCC6046	SRR3670037	15	52900887	59041828	1
HCC6046	SRR3670037	15	59063451	65447447	1
HCC6046	SRR3670037	15	65477324	84748892	1
HCC6046	SRR3670037	15	85147072	90021180	1
HCC6046	SRR3670037	15	90029426	91497015	1
HCC6046	SRR3670037	15	91517355	102389808	1
HCC6046	SRR3670037	16	97450	703919	1
HCC6046	SRR3670037	16	704987	706624	13
HCC6046	SRR3670037	16	706718	48395989	1
HCC6046	SRR3670037	16	48594604	49557664	7
HCC6046	SRR3670037	16	49559124	50746238	2
HCC6046	SRR3670037	16	50750386	58714024	3
HCC6046	SRR3670037	16	58767932	90161267	1
HCC6046	SRR3670037	17	6003	25638640	1
HCC6046	SRR3670037	17	25904476	39093020	2
HCC6046	SRR3670037	17	39118431	39659239	3
HCC6046	SRR3670037	17	39661600	43545974	1
HCC6046	SRR3670037	17	43552483	71232990	2
HCC6046	SRR3670037	17	71232991	79409170	1
HCC6046	SRR3670037	17	79409175	79429870	3
HCC6046	SRR3670037	17	79429900	81083625	1
HCC6046	SRR3670037	18	47395	76754997	2
HCC6046	SRR3670037	18	76755000	77927009	1
HCC6046	SRR3670037	19	287506	9028431	1
HCC6046	SRR3670037	19	9045524	9346671	3
HCC6046	SRR3670037	19	9407191	18898582	1
HCC6046	SRR3670037	19	18898978	45409934	2
HCC6046	SRR3670037	19	45410845	51607609	1
HCC6046	SRR3670037	19	51607614	51830535	4
HCC6046	SRR3670037	19	51840358	54868208	2
HCC6046	SRR3670037	19	54926305	56201474	1
HCC6046	SRR3670037	19	56203066	59082792	2
HCC6046	SRR3670037	20	68259	23345909	2
HCC6046	SRR3670037	20	23345914	39658148	2
HCC6046	SRR3670037	20	39658153	39987193	4
HCC6046	SRR3670037	20	39987278	58564286	2
HCC6046	SRR3670037	20	59431312	62895909	2
HCC6046	SRR3670037	21	9825960	9874114	0
HCC6046	SRR3670037	21	10793919	15746248	2
HCC6046	SRR3670037	21	15746252	16340539	4
HCC6046	SRR3670037	21	17559996	31588229	1
HCC6046	SRR3670037	21	31654428	32598198	2
HCC6046	SRR3670037	21	32617692	33073525	1
HCC6046	SRR3670037	21	33370795	34143820	1
HCC6046	SRR3670037	21	34399131	34442669	9
HCC6046	SRR3670037	21	34442692	34638379	1
HCC6046	SRR3670037	21	34660278	40194834	1
HCC6046	SRR3670037	21	40555145	42676164	1
HCC6046	SRR3670037	21	42694504	45078121	1
HCC6046	SRR3670037	21	45106650	45953817	1
HCC6046	SRR3670037	21	45959262	45970637	8
HCC6046	SRR3670037	21	45970688	45978279	1
HCC6046	SRR3670037	21	45978347	46000029	1
HCC6046	SRR3670037	21	46000282	46047652	2
HCC6046	SRR3670037	21	46047805	46058132	3
HCC6046	SRR3670037	21	46066313	46705879	1
HCC6046	SRR3670037	21	46841246	48072116	1
HCC6046	SRR3670037	22	16287266	17590650	3
HCC6046	SRR3670037	22	17590655	22287981	2
HCC6046	SRR3670037	22	22288394	24107055	2
HCC6046	SRR3670037	22	24109627	35948078	2
HCC6046	SRR3670037	22	36003184	36662112	3
HCC6046	SRR3670037	22	36678647	51208080	2
HCC6046	SRR3670037	X	2712564	47498430	2
HCC6046	SRR3670037	X	49645036	54011605	2
HCC6046	SRR3670037	X	55187085	152686387	2
